"seed","learner","failed","raw_mse","norm_mse","rank_corr","est_sg1","true_sg1","rec_sg1","est_sg2","true_sg2","rec_sg2","est_sg3","true_sg3","rec_sg3","dev_sg3","correct_order","sg3_inflated","topk_overlap","topk_lift","iteration","treatment_rate","n_treated_train","n_treated_test","sg1_n","sg2_n","sg3_n","true_ate","tau_sd"
54,"rlasso",FALSE,1.155801,0.272488,0.94406,-0.1261,0.5941,-0.2123,5.713,7.1872,0.7949,3.8391,5.3995,0.711,1.5604,TRUE,FALSE,0.875,2.3026,13,0.06,26,4,15,6,9,3.221,2.2783
54,"rboost",FALSE,4.382615,1.033232,NA,3.6179,0.5941,6.0896,3.6179,7.1872,0.5034,3.6179,5.3995,0.67,1.7816,FALSE,FALSE,0,0.538,13,0.06,26,4,15,6,9,3.221,2.2783
54,"rkern",FALSE,1.693091,0.399158,0.8969,-0.6975,0.5941,-1.1741,7.1273,7.1872,0.9917,3.6796,5.3995,0.6815,1.72,TRUE,FALSE,0.875,2.2448,13,0.06,26,4,15,6,9,3.221,2.2783
54,"slasso",FALSE,1.459415,0.344067,0.894181,-0.2408,0.5941,-0.4053,6.4997,7.1872,0.9043,3.5066,5.3995,0.6494,1.8929,TRUE,FALSE,0.75,2.1434,13,0.06,26,4,15,6,9,3.221,2.2783
54,"sboost",FALSE,12.468204,2.939466,-0.064148,4.2051,0.5941,7.0779,4.1489,7.1872,0.5773,1.6049,5.3995,0.2972,3.7946,FALSE,FALSE,0,0.8011,13,0.06,26,4,15,6,9,3.221,2.2783
54,"skern",FALSE,2.718225,0.640841,0.689671,0.5107,0.5941,0.8597,5.9056,7.1872,0.8217,3.2639,5.3995,0.6045,2.1356,TRUE,FALSE,0.75,2.1649,13,0.06,26,4,15,6,9,3.221,2.2783
54,"tlasso",FALSE,2.431837,0.573323,0.890776,-1.2383,0.5941,-2.0843,7.027,7.1872,0.9777,3.3623,5.3995,0.6227,2.0372,TRUE,FALSE,0.875,2.2448,13,0.06,26,4,15,6,9,3.221,2.2783
54,"tboost",FALSE,45.087751,10.629753,-0.436642,11.7055,0.5941,19.7025,6.1218,7.1872,0.8518,3.1109,5.3995,0.5761,2.2886,FALSE,FALSE,0,0.3302,13,0.06,26,4,15,6,9,3.221,2.2783
54,"tkern",FALSE,2.904055,0.684651,0.735544,-0.0615,0.5941,-0.1035,5.0883,7.1872,0.708,3.3143,5.3995,0.6138,2.0852,TRUE,FALSE,0.25,1.5846,13,0.06,26,4,15,6,9,3.221,2.2783
54,"xlasso",FALSE,1.039507,0.245071,0.947814,-0.2993,0.5941,-0.5038,6.1771,7.1872,0.8595,3.8587,5.3995,0.7146,1.5408,TRUE,FALSE,0.875,2.3048,13,0.06,26,4,15,6,9,3.221,2.2783
54,"xboost",FALSE,1.670251,0.393773,0.794362,1.9245,0.5941,3.2393,5.0086,7.1872,0.6969,3.7796,5.3995,0.7,1.6199,TRUE,FALSE,0.75,2.1485,13,0.06,26,4,15,6,9,3.221,2.2783
54,"xkern",FALSE,2.120585,0.499943,0.861169,-0.8398,0.5941,-1.4136,6.836,7.1872,0.9511,3.5091,5.3995,0.6499,1.8904,TRUE,FALSE,0.625,2.0491,13,0.06,26,4,15,6,9,3.221,2.2783
54,"zero_pred",FALSE,14.373255,3.388596,NA,0,0.5941,0,0,7.1872,0,0,5.3995,0,5.3995,FALSE,FALSE,0,0.538,13,0.06,26,4,15,6,9,3.221,2.2783
54,"const_pred",FALSE,93.315547,21.999793,NA,12.6298,0.5941,21.2582,12.6298,7.1872,1.7573,12.6298,5.3995,2.3391,7.2303,FALSE,TRUE,0,0.538,13,0.06,26,4,15,6,9,3.221,2.2783
54,"ols_inter",FALSE,2.615263,0.616567,0.891342,-1.3571,0.5941,-2.2842,6.9686,7.1872,0.9696,3.2948,5.3995,0.6102,2.1047,TRUE,FALSE,0.875,2.2448,13,0.06,26,4,15,6,9,3.221,2.2783
55,"rlasso",FALSE,8.056241,1.440463,NA,4.9093,0.7225,6.7945,4.9093,7.3678,0.6663,4.9093,4.7616,1.031,0.1477,FALSE,FALSE,0.125,0.8548,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"rboost",FALSE,8.117174,1.451357,NA,4.9283,0.7225,6.8209,4.9283,7.3678,0.6689,4.9283,4.7616,1.035,0.1667,FALSE,FALSE,0.125,0.8548,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"rkern",FALSE,6.802194,1.216238,0.665033,4.5221,0.7225,6.2586,4.9845,7.3678,0.6765,5.1643,4.7616,1.0846,0.4027,FALSE,FALSE,0.5,1.7948,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"slasso",FALSE,9.197207,1.644468,NA,5.2352,0.7225,7.2456,5.2352,7.3678,0.7106,5.2352,4.7616,1.0995,0.4736,FALSE,FALSE,0.125,0.8548,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"sboost",FALSE,18.119878,3.239849,-0.237875,5.1156,0.7225,7.0801,2.8943,7.3678,0.3928,5.0747,4.7616,1.0657,0.3131,FALSE,FALSE,0,0.7688,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"skern",FALSE,8.333126,1.48997,0.538948,0.3053,0.7225,0.4226,4.7146,7.3678,0.6399,6.6379,4.7616,1.394,1.8763,FALSE,TRUE,0.5,1.6903,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"tlasso",FALSE,4.934742,0.882336,0.679701,0.3796,0.7225,0.5253,5.2975,7.3678,0.719,6.5773,4.7616,1.3813,1.8157,FALSE,TRUE,0.625,1.9077,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"tboost",FALSE,50.740639,9.072469,-0.268607,7.6,0.7225,10.5186,1.7944,7.3678,0.2435,8.0442,4.7616,1.6894,3.2826,FALSE,TRUE,0,0.3278,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"tkern",FALSE,9.123283,1.631251,0.453519,1.7557,0.7225,2.4299,5.3653,7.3678,0.7282,6.9546,4.7616,1.4606,2.193,FALSE,TRUE,0.25,1.1312,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"xlasso",FALSE,8.87269,1.586444,0.223038,5.1603,0.7225,7.1419,5.3377,7.3678,0.7245,5.4125,4.7616,1.1367,0.6509,FALSE,TRUE,0.625,1.89,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"xboost",FALSE,10.642234,1.90284,-0.420559,5.4699,0.7225,7.5704,4.8111,7.3678,0.653,5.7561,4.7616,1.2089,0.9945,FALSE,TRUE,0,0.6775,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"xkern",FALSE,3.889846,0.695508,0.64727,2.9936,0.7225,4.1431,4.9572,7.3678,0.6728,5.9231,4.7616,1.2439,1.1615,FALSE,TRUE,0.375,1.6544,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"zero_pred",FALSE,16.572703,2.963213,NA,0,0.7225,0,0,7.3678,0,0,4.7616,0,4.7616,FALSE,FALSE,0.125,0.8548,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"const_pred",FALSE,146.960153,26.276598,NA,15.2142,0.7225,21.0567,15.2142,7.3678,2.0649,15.2142,4.7616,3.1952,10.4526,FALSE,TRUE,0.125,0.8548,14,0.05,22,3,16,6,8,3.2244,2.2793
55,"ols_inter",FALSE,5.172677,0.924879,0.687889,0.1765,0.7225,0.2442,5.27,7.3678,0.7153,6.5167,4.7616,1.3686,1.7551,FALSE,TRUE,0.625,1.8993,14,0.05,22,3,16,6,8,3.2244,2.2793
56,"rlasso",FALSE,2.978256,0.518997,0.728005,2.3513,0.5754,4.0867,5.2018,7.9612,0.6534,5.0126,6.1261,0.8182,1.1135,TRUE,FALSE,0.375,1.8156,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"rboost",FALSE,7.046678,1.227968,NA,4.6591,0.5754,8.0977,4.6591,7.9612,0.5852,4.6591,6.1261,0.7605,1.467,FALSE,FALSE,0,0.7741,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"rkern",FALSE,3.081544,0.536996,0.741805,2.4538,0.5754,4.2649,5.9577,7.9612,0.7483,5.3548,6.1261,0.8741,0.7713,TRUE,FALSE,0.625,2.0638,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"slasso",FALSE,3.013336,0.52511,0.728005,2.4232,0.5754,4.2117,5.4381,7.9612,0.6831,5.238,6.1261,0.855,0.8881,TRUE,FALSE,0.375,1.8156,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"sboost",FALSE,31.269075,5.449012,-0.646259,8.6434,0.5754,15.0227,1.2399,7.9612,0.1557,3.7487,6.1261,0.6119,2.3774,FALSE,FALSE,0,0.288,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"skern",FALSE,5.987014,1.043309,0.56372,0.3625,0.5754,0.63,5.6116,7.9612,0.7049,5.3716,6.1261,0.8768,0.7545,TRUE,FALSE,0.125,1.4476,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"tlasso",FALSE,4.082237,0.711379,0.753106,-0.7141,0.5754,-1.2412,7.0207,7.9612,0.8819,5.8272,6.1261,0.9512,0.2989,TRUE,FALSE,0.875,2.2111,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"tboost",FALSE,192.909715,33.616838,-0.918003,23.1525,0.5754,40.2404,-3.9788,7.9612,-0.4998,0.9532,6.1261,0.1556,5.173,FALSE,FALSE,0,0.1432,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"tkern",FALSE,4.919949,0.85736,0.609293,0.2837,0.5754,0.4931,4.1303,7.9612,0.5188,5.0578,6.1261,0.8256,1.0683,FALSE,FALSE,0,1.1105,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"xlasso",FALSE,3.42895,0.597536,0.721333,2.8581,0.5754,4.9675,5.2305,7.9612,0.657,5.0344,6.1261,0.8218,1.0918,TRUE,FALSE,0.375,1.6588,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"xboost",FALSE,5.359362,0.933933,0.483585,3.8032,0.5754,6.6103,5.9716,7.9612,0.7501,5.7693,6.1261,0.9418,0.3568,TRUE,FALSE,0.375,1.7142,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"xkern",FALSE,2.98933,0.520927,0.722403,2.052,0.5754,3.5664,5.8775,7.9612,0.7383,5.2247,6.1261,0.8529,0.9014,TRUE,FALSE,0.25,1.752,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"zero_pred",FALSE,17.864605,3.113122,NA,0,0.5754,0,0,7.9612,0,0,6.1261,0,6.1261,FALSE,FALSE,0,0.7741,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"const_pred",FALSE,120.057213,20.921413,NA,14.1852,0.5754,24.6547,14.1852,7.9612,1.7818,14.1852,6.1261,2.3155,8.0591,FALSE,TRUE,0,0.7741,15,0.05,20,5,15,8,15,3.2357,2.2491
56,"ols_inter",FALSE,4.802147,0.836832,0.807214,-1.7025,0.5754,-2.959,7.4473,7.9612,0.9354,6.0096,6.1261,0.981,0.1165,TRUE,FALSE,1,2.3287,15,0.05,20,5,15,8,15,3.2357,2.2491
57,"rlasso",FALSE,7.874977,1.369094,0.816218,-1.2776,0.5,-2.5552,9.2053,7.2002,1.2785,4.44,5.3608,0.8282,0.9208,TRUE,FALSE,0.5,2.0121,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"rboost",FALSE,11.403123,1.982476,NA,5.7653,0.5,11.5305,5.7653,7.2002,0.8007,5.7653,5.3608,1.0755,0.4045,FALSE,FALSE,0,0.6907,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"rkern",FALSE,2.259479,0.392819,0.885425,0.8234,0.5,1.6469,7.8534,7.2002,1.0907,4.9815,5.3608,0.9292,0.3793,TRUE,FALSE,0.5,2.0895,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"slasso",FALSE,6.963692,1.210664,0.841049,-1.2644,0.5,-2.5287,9.3492,7.2002,1.2985,4.497,5.3608,0.8389,0.8638,TRUE,FALSE,0.5,2.0121,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"sboost",FALSE,18.231663,3.169643,-0.304527,4.3272,0.5,8.6544,3.1628,7.2002,0.4393,2.3549,5.3608,0.4393,3.0059,FALSE,FALSE,0,0.5293,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"skern",FALSE,5.544445,0.963923,0.818619,-0.6507,0.5,-1.3013,8.5616,7.2002,1.1891,4.9287,5.3608,0.9194,0.4321,TRUE,FALSE,0.5,2.0437,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"tlasso",FALSE,9.329747,1.622012,0.800358,-1.2363,0.5,-2.4725,9.4601,7.2002,1.3139,4.3008,5.3608,0.8023,1.06,TRUE,FALSE,0.5,2.0121,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"tboost",FALSE,35.821599,6.22772,-0.049456,6.2561,0.5,12.5122,7.0537,7.2002,0.9797,5.2438,5.3608,0.9782,0.1169,FALSE,FALSE,0,0.8049,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"tkern",FALSE,5.185353,0.901493,0.790271,0.4145,0.5,0.8289,8.8158,7.2002,1.2244,5.0152,5.3608,0.9355,0.3456,TRUE,FALSE,0.5,2.0437,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"xlasso",FALSE,6.433041,1.118408,0.862416,-1.4161,0.5,-2.8321,9.444,7.2002,1.3116,4.6705,5.3608,0.8712,0.6903,TRUE,FALSE,0.5,2.0121,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"xboost",FALSE,3.66634,0.637407,0.839884,2.8842,0.5,5.7683,6.0188,7.2002,0.8359,4.7218,5.3608,0.8808,0.639,TRUE,FALSE,0.5,2.0274,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"xkern",FALSE,3.016646,0.524455,0.891736,0.0899,0.5,0.1797,8.5549,7.2002,1.1882,5.2273,5.3608,0.9751,0.1335,TRUE,FALSE,0.5,2.0895,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"zero_pred",FALSE,17.091745,2.971464,NA,0,0.5,0,0,7.2002,0,0,5.3608,0,5.3608,FALSE,FALSE,0,0.6907,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"const_pred",FALSE,74.499527,12.952023,NA,11.6709,0.5,23.3417,11.6709,7.2002,1.6209,11.6709,5.3608,2.1771,6.3101,FALSE,TRUE,0,0.6907,16,0.05,21,4,20,12,10,3.2563,2.2602
57,"ols_inter",FALSE,9.850376,1.712525,0.826467,-1.9119,0.5,-3.8238,9.7262,7.2002,1.3508,4.4233,5.3608,0.8251,0.9374,TRUE,FALSE,0.5,2.0121,16,0.05,21,4,20,12,10,3.2563,2.2602
60,"rlasso",FALSE,7.390433,1.595986,0.675811,-2.7591,0.629,-4.3866,6.2067,7.2213,0.8595,4.513,5.3964,0.8363,0.8834,TRUE,FALSE,0.25,1.7537,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"rboost",FALSE,5.280017,1.140235,NA,4.1419,0.629,6.5851,4.1419,7.2213,0.5736,4.1419,5.3964,0.7675,1.2545,FALSE,FALSE,0,0.8865,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"rkern",FALSE,5.216622,1.126545,0.724763,-2.0864,0.629,-3.3171,6.5563,7.2213,0.9079,4.1646,5.3964,0.7717,1.2318,TRUE,FALSE,0.375,1.8633,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"slasso",FALSE,4.801778,1.036958,0.721717,-1.7619,0.629,-2.8011,6.413,7.2213,0.8881,4.3739,5.3964,0.8105,1.0225,TRUE,FALSE,0.375,1.8633,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"sboost",FALSE,15.773705,3.406378,-0.707832,4.654,0.629,7.3992,-0.0926,7.2213,-0.0128,1.2999,5.3964,0.2409,4.0965,FALSE,FALSE,0,0.5017,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"skern",FALSE,9.502527,2.052099,0.65682,-3.3048,0.629,-5.2542,6.1504,7.2213,0.8517,4.1751,5.3964,0.7737,1.2213,TRUE,FALSE,0.125,1.5638,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"tlasso",FALSE,8.482046,1.831723,0.689094,-3.1984,0.629,-5.085,6.8239,7.2213,0.945,4.2289,5.3964,0.7836,1.1675,TRUE,FALSE,0.375,1.8633,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"tboost",FALSE,77.017572,16.632172,0.031419,9.2011,0.629,14.6286,7.8327,7.2213,1.0847,5.0618,5.3964,0.938,0.3345,FALSE,FALSE,0,0.914,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"tkern",FALSE,15.653999,3.380527,0.347955,-0.6441,0.629,-1.0241,5.366,7.2213,0.7431,3.2584,5.3964,0.6038,2.138,TRUE,FALSE,0.125,1.6165,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"xlasso",FALSE,4.671051,1.008727,0.772632,-2.0723,0.629,-3.2947,6.6113,7.2213,0.9155,4.7841,5.3964,0.8865,0.6123,TRUE,FALSE,0.5,1.9243,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"xboost",FALSE,6.9962,1.51085,0.239476,4.7876,0.629,7.6117,5.079,7.2213,0.7033,4.9298,5.3964,0.9135,0.4666,TRUE,FALSE,0.125,1.4813,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"xkern",FALSE,7.519961,1.623958,0.700353,-2.9318,0.629,-4.6611,6.5166,7.2213,0.9024,4.036,5.3964,0.7479,1.3604,TRUE,FALSE,0.125,1.6702,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"zero_pred",FALSE,15.526039,3.352894,NA,0,0.629,0,0,7.2213,0,0,5.3964,0,5.3964,FALSE,FALSE,0,0.8865,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"const_pred",FALSE,72.960333,15.755999,NA,11.5768,0.629,18.4055,11.5768,7.2213,1.6032,11.5768,5.3964,2.1453,6.1804,FALSE,TRUE,0,0.8865,19,0.056,25,3,15,8,10,3.2503,2.2093
60,"ols_inter",FALSE,9.548527,2.062033,0.715274,-3.8386,0.629,-6.1029,7.012,7.2213,0.971,4.3703,5.3964,0.8099,1.0261,TRUE,FALSE,0.375,1.8633,19,0.056,25,3,15,8,10,3.2503,2.2093
63,"rlasso",FALSE,11.923765,2.26692,NA,5.9009,0.5656,10.4321,5.9009,7.4267,0.7945,5.9009,5.4389,1.0849,0.462,FALSE,FALSE,0.125,1.142,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"rboost",FALSE,11.764592,2.236658,NA,5.87,0.5656,10.3775,5.87,7.4267,0.7904,5.87,5.4389,1.0793,0.4311,FALSE,FALSE,0.125,1.142,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"rkern",FALSE,2.092498,0.397821,0.845974,-0.2029,0.5656,-0.3588,5.854,7.4267,0.7882,5.4839,5.4389,1.0083,0.045,TRUE,FALSE,0.5,2.1545,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"slasso",FALSE,2.031793,0.38628,0.895059,-0.6912,0.5656,-1.222,8.2399,7.4267,1.1095,6.7248,5.4389,1.2364,1.2859,TRUE,TRUE,0.75,2.3109,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"sboost",FALSE,26.854743,5.105564,-0.130184,7.5265,0.5656,13.3061,5.6089,7.4267,0.7552,5.5402,5.4389,1.0186,0.1013,FALSE,FALSE,0,0.7631,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"skern",FALSE,1.975744,0.375624,0.863407,0.0359,0.5656,0.0634,7.2934,7.4267,0.9821,6.7782,5.4389,1.2463,1.3393,TRUE,TRUE,0.5,2.1819,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"tlasso",FALSE,2.232844,0.424503,0.872357,0.2741,0.5656,0.4846,8.0465,7.4267,1.0835,6.736,5.4389,1.2385,1.2971,TRUE,TRUE,0.75,2.2507,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"tboost",FALSE,79.29269,15.074951,-0.452907,17.2517,0.5656,30.4992,5.5068,7.4267,0.7415,5.7952,5.4389,1.0655,0.3563,FALSE,FALSE,0,0.2577,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"tkern",FALSE,33.063013,6.285867,0.131688,7.9929,0.5656,14.1306,7.4429,7.4267,1.0022,6.6881,5.4389,1.2297,1.2492,FALSE,TRUE,0.125,0.6547,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"xlasso",FALSE,2.294092,0.436148,0.883065,-0.6998,0.5656,-1.2371,8.3702,7.4267,1.127,6.8629,5.4389,1.2618,1.424,TRUE,TRUE,0.75,2.2507,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"xboost",FALSE,16.992679,3.230611,-0.584463,6.6034,0.5656,11.6741,4.9823,7.4267,0.6709,5.8955,5.4389,1.084,0.4566,FALSE,FALSE,0,0.6588,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"xkern",FALSE,8.595137,1.634089,0.167997,5.1583,0.5656,9.1193,7.3076,7.4267,0.984,6.7071,5.4389,1.2332,1.2682,TRUE,TRUE,0.375,2.0111,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"zero_pred",FALSE,16.158476,3.072014,NA,0,0.5656,0,0,7.4267,0,0,5.4389,0,5.4389,FALSE,FALSE,0.125,1.142,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"const_pred",FALSE,200.80934,38.177429,NA,17.295,0.5656,30.5758,17.295,7.4267,2.3288,17.295,5.4389,3.1799,11.8562,FALSE,TRUE,0.125,1.142,22,0.052,22,4,11,11,10,3.2578,2.2738
63,"ols_inter",FALSE,5.228535,0.994037,0.896792,-3.2752,0.5656,-5.7901,9.0093,7.4267,1.2131,7.0811,5.4389,1.3019,1.6422,TRUE,TRUE,0.875,2.3651,22,0.052,22,4,11,11,10,3.2578,2.2738
64,"rlasso",FALSE,7.043664,1.274424,NA,4.5336,0.5364,8.4521,4.5336,7.2497,0.6253,4.5336,4.2565,1.0651,0.277,FALSE,FALSE,0,1.0515,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"rboost",FALSE,5.480541,0.991605,0.606855,3.8272,0.5364,7.1352,4.4834,7.2497,0.6184,4.2373,4.2565,0.9955,0.0192,TRUE,FALSE,0,1.2761,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"rkern",FALSE,2.028644,0.367046,0.841226,1.7015,0.5364,3.1721,7.4737,7.2497,1.0309,4.5061,4.2565,1.0586,0.2496,TRUE,FALSE,0.625,2.252,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"slasso",FALSE,7.567355,1.369176,NA,4.7274,0.5364,8.8135,4.7274,7.2497,0.6521,4.7274,4.2565,1.1106,0.4709,FALSE,TRUE,0,1.0515,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"sboost",FALSE,20.6026,3.727668,-0.334865,5.7149,0.5364,10.6546,3.6364,7.2497,0.5016,3.1065,4.2565,0.7298,1.1501,FALSE,FALSE,0,0.7423,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"skern",FALSE,20.504934,3.709997,0.437274,1.2515,0.5364,2.3333,7.623,7.2497,1.0515,3.1234,4.2565,0.7338,1.1331,TRUE,FALSE,0.25,1.4637,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"tlasso",FALSE,4.870855,0.881293,0.66997,1.94,0.5364,3.6169,6.9841,7.2497,0.9634,3.8556,4.2565,0.9058,0.4009,TRUE,FALSE,0.125,1.7757,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"tboost",FALSE,86.609643,15.670448,-0.472655,13.5614,0.5364,25.2831,5.7676,7.2497,0.7956,3.2571,4.2565,0.7652,0.9995,FALSE,FALSE,0,0.3055,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"tkern",FALSE,27.501987,4.975987,0.439911,1.5561,0.5364,2.9011,9.6707,7.2497,1.334,3.8096,4.2565,0.895,0.4469,TRUE,FALSE,0.25,1.4902,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"xlasso",FALSE,2.016362,0.364824,0.856002,2.0119,0.5364,3.7509,5.7326,7.2497,0.7907,4.9363,4.2565,1.1597,0.6798,TRUE,TRUE,0.375,2.0311,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"xboost",FALSE,10.4179,1.88493,-0.825559,5.3301,0.5364,9.9372,4.086,7.2497,0.5636,4.5668,4.2565,1.0729,0.3103,FALSE,FALSE,0,0.5448,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"xkern",FALSE,4.658809,0.842927,0.564394,3.5495,0.5364,6.6174,5.9352,7.2497,0.8187,5.1973,4.2565,1.221,0.9407,TRUE,TRUE,0.375,2.0427,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"zero_pred",FALSE,16.228509,2.936255,NA,0,0.5364,0,0,7.2497,0,0,4.2565,0,4.2565,FALSE,FALSE,0,1.0515,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"const_pred",FALSE,85.556178,15.479842,NA,12.2288,0.5364,22.7987,12.2288,7.2497,1.6868,12.2288,4.2565,2.8729,7.9722,FALSE,TRUE,0,1.0515,23,0.05,22,3,12,11,8,3.2282,2.1752
64,"ols_inter",FALSE,6.101383,1.103935,0.723077,0.0225,0.5364,0.042,8.0381,7.2497,1.1088,3.7219,4.2565,0.8744,0.5346,TRUE,FALSE,0.125,1.8878,23,0.05,22,3,12,11,8,3.2282,2.1752
65,"rlasso",FALSE,21.013557,3.391219,0.539993,3.7669,0.5,7.5338,10.5599,7.7805,1.3572,4.7824,6.171,0.775,1.3886,TRUE,FALSE,0.125,1.8661,24,0.052,20,6,8,14,9,3.2402,2.2801
65,"rboost",FALSE,7.09538,1.14507,0.209159,4.3279,0.5,8.6558,6.4264,7.7805,0.826,4.5509,6.171,0.7375,1.6201,TRUE,FALSE,0.375,1.8124,24,0.052,20,6,8,14,9,3.2402,2.2801
65,"rkern",FALSE,8.024244,1.294972,0.788415,2.0376,0.5,4.0751,9.1933,7.7805,1.1816,5.6837,6.171,0.921,0.4873,TRUE,FALSE,0.25,1.9851,24,0.052,20,6,8,14,9,3.2402,2.2801
65,"slasso",FALSE,15.423105,2.489018,0.814006,0.0987,0.5,0.1975,12.1672,7.7805,1.5638,6.3719,6.171,1.0326,0.2009,TRUE,FALSE,0.25,1.9856,24,0.052,20,6,8,14,9,3.2402,2.2801
65,"sboost",FALSE,22.210403,3.584369,-0.313253,7.1255,0.5,14.251,5.6723,7.7805,0.729,3.2483,6.171,0.5264,2.9227,FALSE,FALSE,0,0.5418,24,0.052,20,6,8,14,9,3.2402,2.2801
65,"skern",FALSE,18.087896,2.919069,0.638009,3.6145,0.5,7.2291,10.2727,7.7805,1.3203,5.8597,6.171,0.9496,0.3113,TRUE,FALSE,0.25,1.9341,24,0.052,20,6,8,14,9,3.2402,2.2801
65,"tlasso",FALSE,52.542428,8.479425,0.224581,7.1509,0.5,14.3018,11.7921,7.7805,1.5156,3.9145,6.171,0.6343,2.2565,FALSE,FALSE,0,1.1027,24,0.052,20,6,8,14,9,3.2402,2.2801
65,"tboost",FALSE,141.453043,22.828036,-0.837107,22.5909,0.5,45.1818,1.3172,7.7805,0.1693,0.3967,6.171,0.0643,5.7743,FALSE,FALSE,0,0.2536,24,0.052,20,6,8,14,9,3.2402,2.2801
65,"tkern",FALSE,18.658445,3.011145,0.634714,1.1657,0.5,2.3314,9.575,7.7805,1.2306,5.4908,6.171,0.8898,0.6802,TRUE,FALSE,0,1.4515,24,0.052,20,6,8,14,9,3.2402,2.2801
65,"xlasso",FALSE,12.28146,1.982012,0.866522,-1.6532,0.5,-3.3064,12.1534,7.7805,1.562,6.9347,6.171,1.1238,0.7637,TRUE,TRUE,0.375,2.0042,24,0.052,20,6,8,14,9,3.2402,2.2801
